Student_90;17886779;male;medium;good;medium;18;20;20;0;0;1;medium
Student_91;84985752;male;medium;bad;bad;14;19;19;1;0;0;bad
Student_92;32813492;female;medium;bad;bad;9;18;18;0;0;1;bad
Student_93;15475954;female;medium;good;bad;4;19;19;1;0;0;medium
Student_94;16672684;female;bad;bad;medium;2;18;18;1;0;0;bad
Student_95;90694565;female;good;good;bad;18;23;23;1;0;0;medium
Student_96;58429445;female;bad;bad;medium;19;21;21;0;0;1;bad
Student_97;84823707;female;medium;medium;bad;6;22;22;0;0;1;medium
Student_98;39156594;male;medium;bad;good;11;21;21;0;0;1;bad
Student_99;69309102;male;medium;bad;medium;6;20;20;1;0;0;medium
Student_100;23346335;male;medium;bad;medium;0;21;21;0;0;1;good
Student_101;45285035;female;bad;bad;good;19;21;21;1;0;0;bad
Student_102;35416907;female;medium;good;bad;5;20;20;0;1;0;medium
Student_103;22418099;male;good;bad;bad;2;23;23;0;1;0;medium
Student_104;15227979;male;good;medium;good;3;23;23;0;1;0;medium
Student_105;23923790;male;medium;good;medium;3;21;21;0;1;0;good
Student_106;8064705;female;good;medium;medium;2;19;19;0;0;1;medium
Student_107;90529202;male;medium;good;medium;6;20;20;0;1;0;good
Student_108;86562292;male;medium;medium;bad;20;19;19;0;0;1;bad
Student_109;18631262;male;good;medium;good;13;20;20;1;0;0;bad
Student_110;35076048;male;good;good;bad;12;22;22;0;1;0;medium
Student_111;5751391;female;medium;medium;bad;13;22;22;0;1;0;medium
Student_112;43047832;male;good;good;good;19;19;19;0;1;0;medium
Student_113;90143070;male;medium;bad;good;19;19;19;0;1;0;bad
Student_114;75267757;female;bad;medium;good;11;22;22;0;1;0;medium
Student_115;39315289;male;medium;bad;good;7;21;21;0;1;0;medium
Student_116;58900523;male;medium;bad;medium;12;20;20;1;0;0;bad
Student_117;6525771;male;good;medium;medium;16;22;22;1;0;0;bad
Student_118;18467238;female;bad;good;medium;9;21;21;1;0;0;medium
Student_119;57465880;female;good;medium;medium;20;20;20;0;0;1;medium
Student_120;61533876;female;bad;good;bad;15;20;20;0;1;0;medium
Student_121;7029128;male;medium;medium;good;5;21;21;0;1;0;medium
Student_122;1549180;male;bad;bad;medium;16;20;20;0;1;0;bad
Student_123;35901286;female;good;medium;medium;2;21;21;0;1;0;medium
Student_124;82684618;female;bad;medium;medium;16;19;19;1;0;0;medium
Student_125;48771844;male;bad;medium;good;15;24;24;1;0;0;bad
Student_126;57456337;male;medium;good;medium;6;19;19;0;0;1;good
Student_127;27627971;female;good;bad;medium;2;24;24;0;1;0;bad
Student_128;35990996;male;good;good;good;12;22;22;0;0;1;medium
Student_129;4384523;male;?;good;bad;11;23;23;1;0;0;medium
Student_130;28160911;male;medium;good;medium;14;21;21;1;0;0;medium
Student_131;6146040;female;bad;bad;medium;20;21;21;0;0;1;bad
Student_132;29799393;female;good;bad;good;10;22;22;0;0;1;bad
Student_133;16129767;female;medium;medium;medium;9;22;22;0;0;1;medium
Student_134;91590376;male;bad;good;?;12;19;19;1;0;0;bad
Student_135;18525381;female;medium;bad;good;13;22;22;1;0;0;bad
Student_136;81655470;male;bad;bad;good;5;23;23;1;0;0;medium
Student_137;11373744;male;good;good;medium;18;21;21;0;0;1;medium
Student_138;55758604;male;medium;bad;bad;6;22;22;1;0;0;medium
Student_139;13992179;male;bad;good;bad;19;18;18;0;1;0;bad
Student_140;56210260;male;bad;good;medium;4;26;26;0;1;0;medium
Student_141;46693026;female;medium;good;good;4;23;23;0;1;0;good
Student_142;8245509;female;good;medium;good;15;21;21;0;0;1;medium
Student_143;39912133;male;bad;medium;good;20;19;19;1;0;0;bad
Student_144;3729839;female;medium;bad;bad;7;20;20;0;1;0;bad
Student_145;78186053;male;bad;good;bad;7;20;20;0;0;1;medium
Student_146;42176157;male;good;medium;medium;8;21;21;0;1;0;medium
Student_147;90785527;male;good;good;good;17;22;22;1;0;0;medium
Student_148;67820627;male;bad;medium;medium;17;23;23;0;1;0;bad
Student_149;55815298;female;good;bad;good;12;21;21;0;0;1;bad
Student_150;22242204;female;good;medium;?;18;20;20;0;1;0;medium
Student_151;77815481;male;medium;bad;bad;16;21;21;0;0;1;bad
Student_152;45722134;female;good;bad;bad;14;22;22;1;0;0;bad
Student_153;81443431;male;good;medium;medium;4;21;21;0;1;0;medium
Student_154;66060435;female;medium;?;medium;6;23;23;1;0;0;medium
Student_155;94138945;male;good;bad;medium;7;23;23;0;0;1;medium
Student_156;71298865;female;medium;good;bad;18;19;19;0;0;1;medium
Student_157;78827554;male;medium;good;medium;0;20;20;0;1;0;good
Student_158;82971867;female;bad;medium;medium;13;20;20;0;0;1;medium
Student_159;23173706;female;bad;bad;bad;15;23;23;0;1;0;bad
Student_160;29429442;male;medium;bad;good;14;20;20;0;0;1;bad
Student_161;39304247;female;bad;?;medium;5;18;18;0;1;0;bad
Student_162;71271087;male;bad;good;good;12;22;22;0;1;0;bad
Student_163;33414244;female;bad;medium;bad;1;19;19;0;0;1;medium
Student_164;36229360;male;medium;bad;good;0;24;24;0;0;1;good
Student_165;28273754;male;medium;bad;medium;10;22;22;1;0;0;medium
Student_166;67839039;male;good;bad;?;8;19;19;1;0;0;medium
Student_167;21861599;female;medium;good;medium;19;20;20;0;1;0;medium
Student_168;94390786;male;medium;medium;medium;2;21;21;1;0;0;good
Student_169;5035425;female;good;good;medium;10;19;19;1;0;0;medium
Student_170;27186072;male;good;medium;good;6;21;21;1;0;0;medium
Student_171;42889518;female;bad;?;good;3;22;22;0;1;0;bad
Student_172;60660832;male;medium;medium;bad;3;22;22;0;1;0;medium
Student_173;1667732;female;good;bad;bad;3;22;22;0;1;0;bad
Student_174;85308566;male;medium;good;medium;12;21;21;0;1;0;medium
Student_175;57703941;female;good;good;?;11;22;22;0;1;0;medium
Student_176;3838736;female;good;bad;good;14;23;23;0;1;0;bad
Student_177;16450609;female;medium;good;medium;4;21;21;0;1;0;good
Student_178;38994576;male;medium;bad;medium;12;20;20;0;1;0;bad
Student_179;34074539;female;medium;medium;good;12;19;19;0;0;1;medium
Student_180;53958717;male;bad;medium;medium;12;19;19;1;0;0;bad
Student_181;86469360;female;good;medium;bad;2;20;20;0;1;0;medium
Student_182;19736475;female;bad;good;bad;0;21;21;0;1;0;medium
Student_183;14051998;female;good;medium;bad;3;19;19;0;0;1;medium
Student_184;94276143;female;?;good;good;17;21;21;0;1;0;medium
Student_185;49134613;male;good;?;medium;5;18;18;1;0;0;good
Student_186;73913044;female;bad;good;bad;11;21;21;0;0;1;medium
Student_187;83248314;male;medium;good;bad;9;20;20;0;1;0;medium
Student_188;98981844;female;medium;bad;good;8;19;19;1;0;0;bad
Student_189;33566667;female;bad;medium;good;9;21;21;1;0;0;medium
Student_190;66360392;male;medium;medium;?;13;18;18;1;0;0;bad
Student_191;5221948;male;good;bad;bad;0;21;21;1;0;0;medium
Student_192;82314881;female;good;good;good;17;22;22;0;0;1;medium
Student_193;74931150;male;medium;good;medium;8;22;22;0;1;0;good
Student_194;12891558;male;medium;medium;good;18;20;20;1;0;0;bad
Student_195;39787060;male;bad;medium;good;13;22;22;0;1;0;bad
Student_196;74947685;female;good;medium;medium;0;21;21;1;0;0;medium
Student_197;51877553;female;medium;good;bad;16;19;19;0;1;0;medium
Student_198;15947800;female;bad;medium;medium;2;19;19;1;0;0;medium
Student_199;61771360;female;medium;medium;good;9;20;20;0;1;0;medium
Student_200;2750707;female;medium;good;good;4;24;24;0;1;0;good
Student_201;43142734;female;bad;good;good;0;19;19;1;0;0;medium
Student_202;96665717;male;good;good;bad;10;22;22;0;1;0;medium
Student_203;20475387;male;bad;good;medium;0;21;21;1;0;0;medium
Student_204;14296367;male;medium;medium;bad;19;21;21;0;1;0;bad
Student_205;49245904;male;good;medium;good;10;21;21;0;1;0;medium
Student_206;63110019;female;medium;bad;medium;16;22;22;1;0;0;bad
Student_207;24529652;female;medium;medium;medium;12;20;20;1;0;0;medium
Student_208;18367924;female;bad;bad;medium;10;20;20;1;0;0;bad
Student_209;24010422;female;bad;medium;medium;4;20;20;0;0;1;medium
Student_210;56902675;female;good;bad;medium;0;23;23;0;1;0;bad
Student_211;27699094;male;good;good;bad;3;18;18;1;0;0;medium
Student_212;33995802;female;good;medium;medium;12;22;22;1;0;0;medium
Student_213;41290795;male;bad;bad;bad;19;20;20;1;0;0;bad
Student_214;8638907;female;good;good;good;18;18;18;0;1;0;medium
Student_215;68416194;female;medium;medium;good;6;21;21;1;0;0;medium
Student_216;15968030;female;good;bad;medium;0;21;21;1;0;0;bad
Student_217;18010290;female;?;bad;bad;7;24;24;0;1;0;bad
Student_218;51845973;female;medium;bad;medium;20;20;20;0;1;0;bad
Student_219;76914140;female;medium;medium;good;9;20;20;0;1;0;medium
Student_220;49641019;male;medium;medium;bad;8;24;24;0;1;0;medium
Student_221;91498543;male;medium;medium;medium;20;21;21;0;1;0;bad
Student_222;90694667;male;good;bad;good;5;19;19;0;0;1;medium
Student_223;84720683;male;good;bad;bad;2;22;22;0;1;0;medium
Student_224;11430852;female;medium;medium;good;13;19;19;0;1;0;medium
Student_225;63564397;female;medium;medium;medium;9;22;22;1;0;0;medium
Student_226;53357518;female;good;bad;medium;18;20;20;0;0;1;bad
Student_227;62792496;female;medium;medium;medium;19;22;22;0;0;1;medium
Student_228;11624651;male;good;good;bad;19;24;24;1;0;0;medium
Student_229;96010730;female;good;medium;good;7;21;21;1;0;0;medium
Student_230;43290575;female;bad;bad;bad;13;24;24;0;0;1;bad
Student_231;71832204;female;bad;medium;good;4;21;21;1;0;0;medium
Student_232;89350800;female;good;medium;bad;7;18;18;0;1;0;medium
Student_233;38782306;male;bad;bad;bad;12;23;23;0;0;1;bad
Student_234;38419665;male;bad;medium;medium;14;23;23;1;0;0;bad
Student_235;78091165;male;good;bad;good;4;19;19;0;1;0;medium
Student_236;82308859;female;medium;good;medium;1;21;21;0;0;1;good
Student_237;99053038;male;good;good;medium;11;18;18;0;0;1;medium
Student_238;44652231;female;medium;good;bad;13;21;21;0;1;0;medium
Student_239;69455838;male;good;good;good;3;22;22;0;1;0;good
Student_240;14892718;male;bad;bad;bad;7;19;19;0;0;1;medium
Student_241;53979863;female;bad;medium;good;20;19;19;0;0;1;medium
Student_242;50833748;male;good;good;good;11;23;23;1;0;0;medium
Student_243;71073870;female;good;medium;bad;17;21;21;1;0;0;medium
Student_244;24765924;female;good;bad;medium;15;24;24;1;0;0;bad
Student_245;78089442;female;bad;bad;good;4;23;23;0;1;0;bad
Student_246;88285094;male;medium;medium;medium;14;23;23;1;0;0;bad
Student_247;68947100;female;bad;good;medium;8;22;22;0;0;1;medium
Student_248;13464182;female;medium;good;good;17;20;20;1;0;0;medium
Student_249;73167788;male;bad;bad;good;8;19;19;0;1;0;medium
Student_250;26610255;male;bad;good;bad;19;19;19;1;0;0;bad
Student_251;45520522;male;bad;good;medium;15;22;22;1;0;0;bad
Student_252;98166774;male;good;good;bad;5;22;22;0;0;1;medium
Student_253;8395562;female;medium;bad;medium;5;20;20;0;1;0;bad
Student_254;34268474;male;good;medium;?;16;21;21;1;0;0;bad
Student_255;5430194;female;medium;?;medium;6;20;20;0;1;0;medium
Student_256;42400687;male;bad;medium;medium;7;19;19;0;1;0;medium
Student_257;16029479;female;good;good;?;9;18;18;0;1;0;medium
Student_258;45709944;male;good;good;bad;11;21;21;0;1;0;medium
Student_259;22333851;female;good;medium;medium;1;21;21;0;1;0;medium
Student_260;47696438;male;good;medium;good;14;19;19;0;0;1;bad
Student_261;1896987;female;good;bad;medium;3;23;23;1;0;0;bad
Student_262;12430129;male;bad;medium;good;4;21;21;1;0;0;medium
Student_263;3306299;female;bad;medium;bad;20;19;19;0;0;1;medium
Student_264;93907765;male;medium;good;medium;15;20;20;0;0;1;medium
Student_265;870540;male;good;medium;medium;19;20;20;0;1;0;bad
Student_266;29114231;female;?;bad;good;9;21;21;0;1;0;bad
Student_267;50845864;female;bad;good;medium;1;21;21;0;0;1;medium
Student_268;93610426;female;good;medium;medium;4;18;18;0;1;0;medium
Student_269;45865420;female;good;bad;good;16;20;20;0;1;0;bad
Student_270;30080750;female;medium;bad;medium;17;23;23;0;0;1;bad
Student_271;48133713;male;medium;good;medium;8;22;22;0;1;0;good
Student_272;22202274;male;good;bad;medium;20;21;21;0;1;0;bad
Student_273;64220088;female;good;good;bad;20;18;18;0;1;0;medium
Student_274;15465167;male;bad;bad;good;11;22;22;0;1;0;bad
Student_275;20985103;female;bad;medium;medium;9;25;25;0;0;1;medium
Student_276;21346622;female;good;good;medium;13;19;19;0;1;0;medium
Student_277;60969538;male;bad;good;good;1;20;20;0;0;1;medium
Student_278;78000298;male;bad;good;?;4;21;21;0;0;1;medium
Student_279;33956887;male;bad;good;bad;7;22;22;1;0;0;medium
Student_280;18911517;female;medium;medium;bad;0;20;20;0;1;0;medium
Student_281;3970618;male;medium;medium;medium;12;20;20;1;0;0;bad
Student_282;30385383;female;good;good;medium;18;18;18;0;0;1;medium
Student_283;18306716;male;medium;medium;good;1;19;19;0;1;0;good
Student_284;20607076;female;good;good;medium;16;20;20;0;0;1;medium
Student_285;66024206;male;good;bad;medium;6;20;20;0;1;0;medium
Student_286;21948532;female;medium;medium;bad;17;18;18;0;1;0;medium
Student_287;43955012;male;bad;good;medium;14;20;20;0;1;0;bad
Student_288;33322997;male;bad;good;good;8;19;19;1;0;0;medium
Student_289;62987139;male;bad;bad;medium;20;22;22;0;1;0;bad
Student_290;46025033;female;bad;good;medium;18;20;20;0;1;0;medium
Student_291;98888046;female;medium;good;good;17;23;23;0;1;0;medium
Student_292;33288560;female;bad;medium;medium;6;25;25;0;1;0;medium
Student_293;75620948;male;medium;medium;bad;6;22;22;0;1;0;medium
Student_294;47311668;male;bad;good;bad;5;21;21;0;1;0;medium
Student_295;4651319;male;medium;bad;good;4;21;21;0;0;1;medium
Student_296;75270973;female;medium;bad;bad;17;24;24;0;0;1;bad
Student_297;33963260;male;good;good;good;3;21;21;1;0;0;good
Student_298;51336899;female;medium;good;medium;17;24;24;1;0;0;medium
Student_299;49144665;male;?;good;good;18;19;19;1;0;0;medium
Student_300;18011091;female;medium;medium;medium;1;21;21;0;1;0;medium
Student_301;24728022;female;bad;bad;bad;9;20;20;0;0;1;bad
Student_302;98599670;male;medium;good;good;17;20;20;0;1;0;medium
Student_303;46402152;male;good;good;bad;19;21;21;1;0;0;medium
Student_304;62810311;male;good;bad;medium;4;19;19;0;0;1;medium
Student_305;85894450;male;good;medium;medium;16;20;20;0;1;0;bad
Student_306;13757427;male;bad;medium;medium;1;19;19;0;1;0;medium
Student_307;73091376;male;bad;bad;medium;15;23;23;0;0;1;bad
Student_308;57384909;female;bad;good;medium;11;22;22;1;0;0;medium
Student_309;10387419;female;good;medium;medium;15;20;20;0;1;0;medium
Student_310;44358779;male;bad;good;good;8;21;21;0;0;1;medium
Student_311;34137444;male;medium;medium;medium;7;18;18;0;1;0;medium
Student_312;85325542;male;medium;bad;medium;18;21;21;0;1;0;bad
Student_313;94890277;female;good;bad;bad;20;21;21;0;0;1;bad
Student_314;57411778;male;medium;good;medium;5;19;19;1;0;0;good
Student_315;23606514;male;medium;good;medium;0;22;22;0;1;0;good
Student_316;26501205;female;good;bad;medium;15;22;22;0;0;1;bad
Student_317;64412312;male;good;bad;medium;4;21;21;0;1;0;medium
Student_318;93205753;female;good;good;bad;2;22;22;0;0;1;medium
Student_319;23032321;female;bad;bad;medium;9;20;20;0;1;0;bad
Student_320;19389669;male;bad;good;good;12;18;18;0;0;1;bad
Student_321;80455196;female;medium;bad;good;17;18;18;0;0;1;bad
Student_322;36343640;female;medium;medium;good;17;22;22;0;0;1;medium
Student_323;24877579;male;good;good;bad;15;18;18;0;1;0;medium
Student_324;55381272;female;bad;bad;good;16;20;20;0;0;1;bad
Student_325;51602803;female;medium;medium;good;20;23;23;0;1;0;medium
Student_326;27589668;female;?;medium;good;12;25;25;0;1;0;medium
Student_327;76319786;female;medium;bad;bad;16;23;23;1;0;0;bad
Student_328;98387442;female;medium;bad;medium;10;20;20;0;0;1;bad
Student_329;78643999;female;medium;bad;bad;15;21;21;0;0;1;bad
Student_330;21374070;male;bad;good;good;8;20;20;0;1;0;medium
Student_331;19866173;male;medium;good;good;19;19;19;0;0;1;medium
Student_332;80182882;male;good;bad;bad;3;19;19;0;1;0;medium
Student_333;89876888;female;medium;bad;bad;9;21;21;0;1;0;bad
Student_334;22389233;female;bad;medium;good;4;21;21;0;1;0;medium
Student_335;86947158;male;bad;bad;medium;18;21;21;1;0;0;bad
Student_336;71632589;female;?;medium;good;4;19;19;0;1;0;medium
Student_337;43363055;male;bad;bad;medium;14;21;21;1;0;0;bad
Student_338;77182018;female;medium;good;good;20;21;21;1;0;0;medium
Student_339;98686127;male;bad;medium;medium;8;20;20;1;0;0;medium
Student_340;55493938;female;bad;medium;good;12;19;19;0;1;0;medium
Student_341;68627583;male;good;bad;medium;3;19;19;0;1;0;medium
Student_342;9231110;female;medium;medium;good;0;23;23;1;0;0;medium
Student_343;2070298;male;medium;bad;medium;3;21;21;0;1;0;medium
Student_344;28771537;female;bad;medium;medium;18;23;23;0;1;0;medium
Student_345;20892964;male;good;medium;good;3;24;24;1;0;0;medium
Student_346;60213283;female;bad;medium;medium;13;21;21;1;0;0;medium
Student_347;20425698;male;good;bad;good;2;20;20;0;1;0;good
Student_348;50630154;male;medium;medium;good;2;20;20;0;0;1;good
Student_349;35626851;male;bad;good;bad;20;20;20;0;1;0;bad
Student_350;70099990;male;good;good;medium;15;21;21;0;1;0;medium
Student_351;1368433;female;bad;good;medium;13;22;22;0;1;0;medium
Student_352;40223885;male;medium;bad;good;13;19;19;0;1;0;bad
Student_353;61811861;female;medium;good;medium;15;18;18;0;1;0;medium
Student_354;98469628;female;good;good;bad;16;22;22;1;0;0;medium
Student_355;97751;female;good;good;bad;9;18;18;1;0;0;medium
Student_356;3175263;male;bad;bad;medium;7;19;19;0;0;1;medium
Student_357;35395603;female;medium;good;bad;2;21;21;0;0;1;medium
Student_358;6005113;female;medium;medium;good;2;24;24;0;0;1;medium
Student_359;17854396;male;bad;good;medium;9;18;18;1;0;0;medium
Student_360;62899030;female;good;medium;medium;20;23;23;1;0;0;medium
Student_361;94729876;male;medium;good;bad;2;20;20;0;0;1;medium
Student_362;40806545;male;good;good;medium;8;20;20;0;0;1;good
Student_363;24149185;female;medium;good;medium;15;20;20;0;1;0;medium
Student_364;53949284;female;medium;bad;medium;15;22;22;0;1;0;bad
Student_365;47395895;male;bad;good;medium;0;23;23;0;0;1;medium
Student_366;17075835;female;good;medium;good;2;21;21;1;0;0;medium
Student_367;79350730;male;bad;bad;medium;5;23;23;1;0;0;medium
Student_368;9313326;male;medium;medium;good;10;19;19;0;1;0;medium
Student_369;80571925;male;medium;good;medium;13;20;20;1;0;0;medium
Student_370;72303763;male;medium;medium;good;20;20;20;1;0;0;bad
Student_371;5310627;male;medium;bad;good;14;23;23;1;0;0;bad
Student_372;31078780;male;bad;bad;medium;3;20;20;1;0;0;medium
Student_373;18242204;male;bad;medium;medium;11;24;24;1;0;0;bad
Student_374;26825997;male;bad;medium;good;6;21;21;0;0;1;medium
Student_375;33801573;male;medium;medium;bad;2;22;22;1;0;0;medium
Student_376;18711506;male;bad;good;medium;8;20;20;1;0;0;medium
Student_377;66401323;male;medium;medium;bad;9;20;20;1;0;0;medium
Student_378;6588813;female;bad;medium;good;10;20;20;0;1;0;medium
Student_379;39249224;female;medium;bad;medium;18;19;19;1;0;0;bad
Student_380;39079285;female;?;medium;medium;5;21;21;0;1;0;medium
Student_381;29895979;male;bad;medium;bad;7;22;22;0;1;0;medium
Student_382;88222703;female;?;medium;medium;13;18;18;0;1;0;medium
Student_383;31406503;female;medium;good;bad;12;23;23;1;0;0;medium
Student_384;96485868;male;bad;bad;good;14;22;22;0;1;0;bad
Student_385;53784378;female;medium;medium;medium;17;21;21;0;0;1;medium
Student_386;40383381;female;medium;bad;bad;5;19;19;0;1;0;bad
Student_387;96771966;male;medium;bad;medium;7;23;23;0;1;0;medium
Student_388;79245293;female;bad;good;bad;5;18;18;0;0;1;medium
Student_389;49100464;female;good;medium;bad;8;20;20;1;0;0;medium
Student_390;94584981;male;bad;bad;medium;10;22;22;1;0;0;medium
Student_391;24374476;male;medium;medium;good;12;18;18;1;0;0;bad
Student_392;3959409;female;medium;medium;good;20;20;20;1;0;0;medium
Student_393;51188859;female;bad;bad;good;18;20;20;0;0;1;bad
Student_394;920039;female;medium;?;good;13;24;24;0;0;1;medium
Student_395;56324326;female;bad;good;medium;4;21;21;0;0;1;medium
Student_396;66952660;female;good;bad;bad;18;22;22;0;0;1;bad
Student_397;37673136;female;medium;bad;good;17;21;21;1;0;0;bad
Student_398;27878675;female;medium;bad;good;7;18;18;1;0;0;bad
Student_399;37880581;female;medium;bad;bad;1;18;18;0;0;1;bad
Student_400;71173721;male;bad;bad;good;7;20;20;1;0;0;medium
Student_401;33165386;male;bad;medium;medium;7;23;23;0;1;0;medium
Student_402;53454733;female;medium;medium;?;6;19;19;0;1;0;medium
Student_403;6816428;male;bad;bad;bad;0;20;20;1;0;0;medium
Student_404;96918313;male;medium;medium;?;14;20;20;1;0;0;bad
Student_405;29398858;male;good;bad;bad;2;21;21;0;0;1;medium
Student_406;13302981;male;bad;bad;good;13;21;21;0;1;0;bad
Student_407;95243085;female;good;medium;good;16;20;20;1;0;0;medium
Student_408;50364789;male;medium;good;good;11;22;22;0;1;0;medium
Student_409;38539459;female;good;good;good;11;19;19;1;0;0;medium
Student_410;43266299;female;good;good;medium;19;19;19;0;1;0;medium
Student_411;15408469;male;medium;good;medium;5;21;21;0;1;0;good
Student_412;51705828;female;bad;bad;bad;13;22;22;1;0;0;bad
Student_413;63045393;female;good;good;bad;4;21;21;0;1;0;medium
